('05', '08', '11', '17', '29', '43'):1
('04', '05', '11', '17', '21', '33'):1
('03', '06', '20', '24', '31', '48'):1
('18', '19', '24', '28', '36', '42'):1
('03', '19', '30', '32', '33', '44'):1
('04', '08', '13', '17', '30', '46'):1
('11', '14', '19', '22', '29', '47'):1
('01', '09', '25', '28', '34', '37'):1
('02', '17', '22', '24', '26', '42'):1
('06', '11', '13', '27', '40', '49'):1
('02', '05', '12', '13', '22', '30'):1
('02', '10', '13', '25', '36', '40'):1
('09', '10', '11', '22', '24', '33'):1
('03', '22', '31', '41', '46', '47'):1
('03', '16', '27', '33', '39', '42'):1
('03', '16', '31', '33', '37', '39'):1
('22', '25', '34', '35', '37', '47'):1
('03', '04', '19', '31', '43', '49'):1
('01', '15', '31', '37', '40', '43'):1
('09', '11', '15', '17', '35', '38'):1
('15', '23', '31', '38', '46', '47'):1
('02', '14', '24', '33', '37', '38'):1
('07', '23', '45', '46', '48', '49'):1
('07', '08', '10', '28', '46', '49'):1
('04', '06', '13', '23', '33', '43'):1
('02', '08', '09', '22', '31', '43'):1
('01', '02', '29', '38', '39', '46'):1
('06', '20', '32', '34', '35', '43'):1
('31', '35', '36', '45', '47', '49'):1
('19', '20', '24', '33', '35', '48'):1
('01', '14', '35', '36', '37', '49'):1
('03', '04', '08', '15', '29', '36'):1
('31', '33', '34', '35', '36', '42'):1
('05', '17', '22', '26', '37', '44'):1
('01', '05', '12', '16', '22', '30'):1
('10', '15', '16', '29', '33', '41'):1
('06', '18', '21', '22', '32', '46'):1
('20', '25', '29', '37', '38', '46'):1
('15', '28', '30', '34', '46', '47'):1
('15', '23', '24', '26', '33', '47'):1
('06', '18', '23', '27', '41', '43'):1
('07', '14', '22', '39', '42', '45'):1
('02', '19', '25', '26', '43', '48'):1
('01', '05', '21', '32', '39', '48'):1
('07', '08', '23', '25', '30', '47'):1
('01', '17', '31', '43', '48', '49'):1
('05', '10', '17', '30', '39', '42'):1
('05', '09', '18', '32', '34', '35'):1
('13', '15', '29', '32', '36', '49'):1
('14', '35', '38', '39', '47', '48'):1
('01', '15', '37', '38', '48', '49'):1
('01', '07', '18', '19', '28', '33'):1
('13', '21', '23', '33', '37', '43'):1
('01', '06', '07', '11', '43', '47'):1
('07', '17', '28', '32', '38', '43'):1
('03', '04', '08', '09', '11', '47'):1
('07', '27', '33', '42', '45', '48'):1
('01', '12', '18', '30', '48', '49'):1
('11', '18', '27', '41', '45', '46'):1
('02', '10', '35', '37', '40', '48'):1
('12', '19', '27', '36', '43', '45'):1
('08', '21', '22', '25', '41', '46'):1
('19', '26', '38', '43', '47', '49'):1
('13', '14', '19', '30', '42', '43'):1
('19', '21', '22', '32', '36', '48'):1
('12', '14', '15', '16', '25', '26'):1
('03', '15', '16', '26', '44', '45'):1
('09', '15', '16', '20', '23', '25'):1
('24', '30', '35', '38', '43', '45'):1
('14', '30', '37', '39', '40', '47'):1
('05', '18', '22', '23', '34', '46'):1
('05', '12', '27', '40', '45', '48'):1
('07', '11', '12', '26', '43', '47'):1
('11', '22', '43', '46', '48', '49'):1
('04', '16', '21', '34', '36', '39'):1
('02', '03', '25', '35', '41', '44'):1
('18', '19', '27', '30', '38', '44'):1
('02', '04', '21', '31', '41', '45'):1
('15', '21', '29', '43', '44', '45'):1
('01', '09', '10', '16', '17', '25'):1
('05', '07', '08', '13', '35', '36'):1
('07', '10', '18', '19', '21', '31'):1
('15', '20', '22', '35', '40', '42'):1
('11', '30', '35', '37', '44', '47'):1
('02', '03', '23', '26', '33', '41'):1
('04', '23', '26', '29', '47', '48'):1
('08', '11', '14', '37', '43', '44'):1
('11', '16', '24', '26', '46', '48'):1
('10', '24', '30', '32', '35', '41'):1
('02', '16', '22', '29', '30', '40'):1
('01', '10', '26', '31', '42', '48'):1
('08', '15', '16', '18', '35', '41'):1
('10', '19', '22', '24', '43', '44'):1
('03', '08', '36', '39', '42', '49'):1
('12', '29', '31', '37', '44', '45'):1
('13', '18', '20', '42', '46', '48'):1
('08', '10', '15', '27', '44', '46'):1
('03', '18', '19', '23', '41', '47'):1
('02', '21', '27', '32', '40', '43'):1
('01', '02', '06', '12', '29', '45'):1
('06', '12', '15', '35', '42', '49'):1
('05', '06', '08', '09', '12', '31'):1
('15', '23', '27', '39', '45', '48'):1
('06', '11', '19', '26', '28', '36'):1
('01', '03', '04', '05', '17', '40'):1
('11', '17', '24', '30', '32', '48'):1
('03', '12', '14', '27', '38', '46'):1
('08', '11', '12', '25', '32', '49'):1
('18', '22', '28', '32', '40', '48'):1
('05', '06', '21', '23', '34', '37'):1
('05', '06', '15', '22', '32', '49'):1
('22', '34', '35', '38', '45', '48'):1
('08', '22', '25', '36', '41', '45'):1
('09', '17', '18', '32', '42', '43'):1
('03', '05', '10', '19', '34', '45'):1
('03', '16', '28', '41', '46', '48'):1
('05', '08', '24', '28', '41', '42'):1
('18', '27', '34', '37', '42', '47'):1
('05', '07', '18', '38', '39', '40'):1
('17', '18', '34', '37', '46', '47'):1
('09', '26', '31', '39', '45', '49'):1
('05', '17', '25', '31', '34', '43'):1
('08', '19', '23', '30', '38', '46'):1
('07', '12', '24', '35', '42', '46'):1
('07', '08', '31', '37', '42', '45'):1
('05', '09', '16', '27', '36', '47'):1
('03', '04', '31', '32', '39', '45'):1
('01', '10', '24', '25', '32', '34'):1
('12', '27', '28', '37', '41', '48'):1
('09', '20', '31', '37', '38', '40'):1
('13', '29', '40', '42', '45', '46'):1
('07', '08', '27', '28', '42', '43'):1
('01', '12', '29', '33', '35', '43'):1
('01', '04', '13', '17', '38', '39'):1
('03', '23', '26', '30', '32', '33'):1
('08', '09', '23', '31', '33', '38'):1
('05', '06', '12', '28', '37', '42'):1
('15', '22', '24', '26', '30', '40'):1
('02', '04', '06', '14', '21', '33'):1
('03', '10', '11', '27', '30', '37'):1
('11', '12', '14', '39', '40', '47'):1
('02', '09', '21', '45', '46', '48'):1
('25', '35', '36', '41', '43', '46'):1
('12', '14', '23', '29', '39', '48'):1
('03', '05', '06', '08', '24', '32'):1
('03', '04', '05', '10', '20', '34'):1
('10', '14', '16', '19', '25', '26'):1
('05', '26', '27', '42', '43', '44'):1
('04', '08', '10', '14', '29', '31'):1
('11', '29', '40', '41', '47', '49'):1
('09', '13', '18', '33', '39', '46'):1
('11', '28', '29', '36', '37', '44'):1
('06', '18', '24', '28', '35', '41'):1
('11', '15', '23', '27', '31', '37'):1
('04', '18', '21', '30', '35', '38'):1
('05', '09', '23', '26', '31', '43'):1
('02', '06', '17', '22', '27', '30'):1
('09', '13', '14', '25', '32', '43'):1
('05', '08', '11', '16', '37', '45'):1
('10', '18', '29', '33', '34', '39'):1
('07', '15', '18', '25', '29', '48'):1
('35', '36', '39', '42', '43', '49'):1
('17', '24', '29', '35', '48', '49'):1
('05', '06', '20', '25', '32', '39'):1
('03', '10', '30', '36', '37', '42'):1
('11', '23', '32', '37', '40', '43'):1
('08', '15', '22', '26', '31', '36'):1
('01', '15', '23', '32', '37', '41'):1
('04', '11', '21', '27', '37', '44'):1
('02', '07', '11', '16', '17', '34'):1
('14', '15', '16', '25', '26', '30'):1
('04', '09', '17', '35', '41', '43'):1
('02', '03', '10', '27', '28', '42'):1
('01', '11', '26', '40', '45', '48'):1
('04', '19', '22', '25', '43', '46'):1
('04', '05', '10', '17', '33', '36'):1
('02', '13', '22', '27', '35', '40'):1
('11', '23', '34', '36', '40', '48'):1
('05', '09', '14', '21', '27', '39'):1
('01', '13', '25', '28', '45', '46'):1
('20', '36', '38', '40', '42', '46'):1
('07', '10', '13', '21', '30', '42'):1
('05', '07', '26', '28', '39', '42'):1
('15', '18', '28', '32', '33', '49'):1
('12', '13', '19', '21', '27', '44'):1
('02', '03', '04', '40', '46', '47'):1
('05', '07', '26', '33', '35', '46'):1
('08', '09', '10', '23', '29', '43'):1
('06', '22', '23', '27', '32', '43'):1
('19', '21', '22', '25', '33', '49'):1
('03', '09', '28', '29', '35', '42'):1
('05', '07', '20', '24', '25', '35'):1
('03', '09', '16', '21', '29', '31'):1
('11', '24', '29', '37', '40', '42'):1
('02', '04', '05', '15', '29', '33'):1
('01', '13', '27', '36', '39', '41'):1
('08', '24', '30', '31', '37', '49'):1
('05', '20', '28', '35', '38', '49'):1
('16', '17', '18', '23', '40', '44'):1
('19', '37', '39', '41', '46', '48'):1
('03', '14', '31', '37', '42', '46'):1
('10', '26', '32', '33', '41', '47'):1
('04', '14', '19', '26', '30', '47'):1
('03', '09', '15', '23', '38', '43'):1
('10', '23', '30', '35', '44', '47'):1
('03', '04', '18', '22', '31', '43'):1
('10', '24', '31', '35', '36', '45'):1
('10', '11', '31', '35', '40', '44'):1
('17', '18', '28', '34', '43', '49'):1
('11', '12', '15', '20', '27', '38'):1
('07', '08', '09', '17', '18', '42'):1
('02', '23', '34', '35', '48', '49'):1
('02', '26', '27', '34', '39', '40'):1
('06', '08', '12', '19', '30', '34'):1
('06', '10', '11', '25', '29', '40'):1
('02', '10', '13', '33', '36', '43'):1
('06', '18', '29', '32', '37', '41'):1
('12', '15', '24', '27', '37', '42'):1
('01', '27', '32', '33', '34', '39'):1
('12', '14', '15', '34', '41', '44'):1
('05', '06', '07', '10', '14', '19'):1
('07', '17', '23', '29', '34', '46'):1
('01', '08', '24', '33', '39', '49'):1
('12', '18', '21', '26', '27', '42'):1
('02', '22', '33', '34', '36', '49'):1
('05', '18', '20', '34', '38', '40'):1
('15', '18', '23', '30', '34', '41'):1
('02', '28', '35', '36', '45', '48'):1
('17', '22', '27', '34', '36', '49'):1
('10', '11', '15', '30', '31', '48'):1
('03', '24', '25', '42', '47', '49'):1
('06', '21', '24', '29', '31', '39'):1
('07', '13', '23', '29', '30', '33'):1
('04', '07', '15', '17', '29', '33'):1
('07', '12', '32', '38', '46', '47'):1
('17', '20', '34', '42', '43', '45'):1
('12', '14', '32', '37', '39', '46'):1
('04', '09', '13', '18', '25', '32'):1
('04', '06', '09', '27', '38', '46'):1
('05', '15', '17', '32', '44', '49'):1
('09', '13', '17', '19', '21', '46'):1
('10', '17', '19', '23', '27', '38'):1
('02', '06', '14', '33', '43', '44'):1
('01', '02', '03', '34', '38', '39'):1
('14', '33', '35', '43', '47', '49'):1
('12', '21', '27', '29', '37', '46'):1
('17', '20', '33', '40', '42', '43'):1
('08', '13', '28', '36', '40', '49'):1
('03', '04', '12', '13', '22', '39'):1
('04', '18', '23', '28', '33', '38'):1
('19', '24', '27', '35', '39', '48'):1
('12', '13', '17', '19', '43', '44'):1
('09', '21', '32', '41', '42', '45'):1
('12', '15', '25', '41', '45', '49'):1
('09', '10', '15', '42', '44', '49'):1
('06', '16', '18', '20', '23', '47'):1
('06', '08', '17', '18', '28', '44'):1
('13', '20', '25', '29', '33', '37'):1
('05', '13', '15', '27', '40', '42'):1
('14', '27', '28', '30', '36', '47'):1
('17', '28', '30', '34', '37', '48'):1
('02', '15', '17', '21', '34', '40'):1
('03', '11', '15', '19', '38', '48'):1
('04', '31', '34', '43', '44', '48'):1
('10', '14', '19', '28', '41', '46'):1
('04', '06', '15', '18', '22', '23'):1
('09', '26', '27', '29', '30', '41'):1
('01', '17', '20', '27', '28', '30'):1
('11', '19', '30', '31', '39', '44'):1
('14', '18', '27', '29', '44', '45'):1
('10', '15', '20', '30', '37', '45'):1
('02', '06', '25', '27', '30', '37'):1
('02', '08', '13', '22', '24', '41'):1
('01', '09', '13', '15', '42', '45'):1
('01', '09', '20', '22', '38', '48'):1
('06', '13', '18', '28', '40', '45'):1
('02', '03', '12', '19', '25', '31'):1
('04', '24', '28', '38', '39', '46'):1
('01', '04', '14', '32', '39', '44'):1
('11', '18', '21', '38', '44', '47'):1
('19', '22', '24', '37', '39', '44'):1
('05', '09', '14', '17', '28', '47'):1
('02', '10', '15', '26', '27', '29'):1
('01', '03', '14', '18', '32', '45'):1
('02', '29', '33', '39', '40', '47'):1
('12', '15', '21', '32', '36', '43'):1
('18', '20', '26', '28', '47', '48'):1
('09', '10', '26', '29', '43', '48'):1
('07', '11', '27', '30', '37', '47'):1
('06', '09', '17', '18', '22', '34'):1
('04', '07', '13', '19', '22', '28'):1
('02', '07', '12', '17', '35', '36'):1
('04', '17', '23', '27', '34', '36'):1
('01', '24', '28', '31', '46', '47'):1
('08', '09', '11', '35', '37', '45'):1
('01', '05', '11', '34', '39', '49'):1
('08', '19', '21', '23', '25', '37'):1
('09', '14', '17', '30', '39', '43'):1
('01', '04', '05', '18', '27', '49'):1
('11', '20', '22', '25', '27', '36'):1
('04', '11', '13', '21', '23', '45'):1
('10', '27', '36', '39', '43', '47'):1
('08', '10', '16', '30', '32', '44'):1
('02', '11', '32', '41', '43', '45'):1
('04', '07', '10', '11', '23', '48'):1
('05', '12', '19', '22', '43', '48'):1
('06', '15', '22', '42', '46', '48'):1
('04', '05', '16', '19', '21', '23'):1
('02', '26', '31', '36', '39', '46'):1
('09', '13', '23', '28', '29', '36'):1
('06', '09', '11', '30', '41', '46'):1
('21', '24', '25', '32', '36', '40'):1
('08', '13', '24', '33', '35', '38'):1
('09', '10', '11', '29', '44', '49'):1
('03', '05', '09', '17', '35', '38'):1
('20', '22', '25', '30', '37', '48'):1
('02', '12', '20', '24', '31', '47'):1
('01', '15', '20', '33', '37', '49'):1
('03', '06', '11', '35', '41', '43'):1
('10', '14', '24', '25', '32', '47'):1
('03', '15', '18', '19', '34', '46'):1
('16', '17', '40', '42', '45', '47'):1
('10', '27', '32', '39', '42', '44'):1
('04', '14', '20', '35', '45', '46'):1
('06', '09', '18', '21', '37', '47'):1
('01', '07', '15', '24', '25', '42'):1
('09', '10', '11', '17', '30', '39'):1
('03', '25', '27', '31', '37', '48'):1
('04', '10', '22', '29', '36', '48'):1
('03', '35', '37', '41', '44', '46'):1
('08', '09', '25', '44', '47', '48'):1
('15', '22', '28', '36', '44', '46'):1
('18', '25', '27', '36', '41', '42'):1
('11', '20', '27', '42', '44', '46'):1
('08', '29', '32', '37', '40', '49'):1
('24', '30', '34', '44', '46', '49'):1
('18', '22', '31', '32', '34', '45'):1
('03', '05', '21', '28', '34', '40'):1
('06', '14', '17', '23', '24', '41'):1
('09', '12', '30', '31', '34', '38'):1
('02', '08', '20', '22', '26', '45'):1
('02', '07', '23', '40', '46', '47'):1
('02', '14', '19', '29', '30', '33'):1
('04', '13', '22', '33', '34', '43'):1
('03', '23', '37', '38', '47', '48'):1
('05', '28', '34', '35', '40', '41'):1
('09', '14', '21', '23', '39', '48'):1
('04', '13', '26', '32', '36', '38'):1
('10', '12', '24', '35', '44', '48'):1
('03', '12', '15', '25', '32', '49'):1
('03', '06', '16', '42', '45', '48'):1
('14', '23', '27', '28', '38', '43'):1
('02', '13', '27', '41', '42', '47'):1
('03', '21', '29', '33', '34', '36'):1
('04', '10', '13', '15', '22', '30'):1
('03', '07', '08', '24', '28', '44'):1
('05', '15', '31', '42', '45', '47'):1
('04', '13', '22', '27', '28', '35'):1
('04', '09', '10', '17', '19', '37'):1
('04', '09', '14', '25', '26', '39'):1
('07', '09', '11', '31', '35', '46'):1
('06', '19', '20', '25', '34', '46'):1
('01', '02', '20', '34', '39', '42'):1
('07', '10', '16', '26', '38', '39'):1
('07', '14', '16', '28', '36', '48'):1
('04', '08', '18', '19', '21', '36'):1
('09', '10', '18', '21', '34', '42'):1
('15', '31', '32', '35', '38', '44'):1
('05', '21', '36', '38', '41', '44'):1
('01', '11', '16', '17', '30', '45'):1
('09', '10', '25', '26', '27', '31'):1
('14', '15', '18', '19', '45', '49'):1
('14', '22', '32', '34', '47', '49'):1
('10', '11', '15', '19', '38', '41'):1
('11', '25', '26', '30', '34', '39'):1
('03', '18', '19', '24', '36', '42'):1
('06', '09', '18', '22', '39', '48'):1
('05', '07', '10', '30', '37', '47'):1
('05', '15', '31', '36', '45', '47'):1
('06', '10', '12', '28', '32', '41'):1
('15', '19', '29', '31', '40', '46'):1
('03', '08', '14', '26', '28', '29'):1
('01', '07', '17', '21', '25', '48'):1
('06', '08', '09', '12', '36', '46'):1
('02', '04', '14', '25', '26', '40'):1
('06', '10', '12', '14', '35', '43'):1
('01', '05', '06', '21', '25', '41'):1
('15', '16', '18', '23', '30', '48'):1
('10', '17', '34', '36', '41', '43'):1
('06', '12', '23', '30', '38', '41'):1
('03', '24', '25', '31', '34', '36'):1
('02', '06', '14', '17', '30', '41'):1
('11', '15', '17', '22', '23', '49'):1
('09', '23', '29', '45', '47', '49'):1
('01', '03', '12', '29', '34', '38'):1
('03', '16', '20', '24', '35', '48'):1
('18', '23', '30', '31', '42', '48'):1
('06', '07', '20', '40', '43', '45'):1
('06', '13', '21', '32', '35', '49'):1
('03', '13', '35', '36', '46', '48'):1
('12', '19', '23', '24', '29', '41'):1
('07', '11', '19', '25', '33', '41'):1
('11', '16', '24', '28', '35', '40'):1
('02', '03', '10', '16', '34', '46'):1
('10', '16', '32', '35', '39', '48'):1
('01', '07', '19', '22', '28', '41'):1
('03', '21', '26', '30', '34', '39'):1
('10', '16', '29', '30', '32', '41'):1
('07', '20', '22', '25', '29', '32'):1
('01', '15', '19', '21', '24', '34'):1
('02', '13', '14', '27', '37', '49'):1
('03', '09', '31', '39', '43', '45'):1
('04', '11', '20', '33', '39', '49'):1
('11', '20', '23', '32', '40', '45'):1
('06', '09', '14', '17', '22', '46'):1
('06', '21', '30', '39', '44', '48'):1
('12', '13', '14', '27', '29', '30'):1
('08', '15', '16', '23', '38', '39'):1
('01', '03', '11', '16', '48', '49'):1
('07', '18', '22', '34', '45', '48'):1
('06', '09', '14', '29', '30', '34'):1
('02', '16', '32', '42', '43', '46'):1
('05', '21', '31', '33', '41', '49'):1
('02', '04', '12', '16', '19', '32'):1
('12', '27', '35', '37', '39', '42'):1
('16', '23', '30', '32', '36', '42'):1
('01', '07', '21', '27', '41', '43'):1
('02', '17', '28', '37', '47', '49'):1
('29', '36', '40', '42', '47', '48'):1
('09', '22', '25', '29', '33', '43'):1
('01', '22', '28', '32', '39', '48'):1
('21', '29', '34', '37', '38', '48'):1
('09', '10', '15', '30', '36', '38'):1
('06', '11', '13', '27', '36', '47'):1
('10', '21', '23', '25', '32', '36'):1
('01', '04', '16', '30', '47', '48'):1
('05', '10', '23', '39', '41', '42'):1
('06', '19', '23', '31', '33', '39'):1
('03', '04', '07', '17', '22', '29'):1
('07', '08', '14', '27', '42', '48'):1
('04', '16', '18', '23', '36', '49'):1
('02', '07', '30', '32', '45', '46'):1
('03', '27', '29', '32', '39', '42'):1
('06', '15', '30', '33', '42', '46'):1
('05', '16', '35', '38', '46', '47'):1
('03', '08', '20', '36', '45', '49'):1
('03', '04', '05', '09', '22', '46'):1
('01', '15', '21', '29', '31', '39'):1
('01', '07', '15', '24', '26', '48'):1
('04', '05', '07', '31', '38', '44'):1
('12', '36', '39', '41', '42', '45'):1
('09', '10', '20', '26', '29', '37'):1
('03', '17', '21', '26', '31', '44'):1
('08', '15', '16', '37', '38', '43'):1
('09', '28', '29', '38', '45', '46'):1
('07', '16', '27', '36', '42', '49'):1
('10', '16', '23', '29', '32', '36'):1
('14', '23', '31', '35', '44', '49'):1
('22', '30', '32', '34', '38', '39'):1
('03', '17', '20', '23', '39', '45'):1
('06', '08', '11', '12', '14', '42'):1
('04', '08', '14', '31', '33', '34'):1
('02', '04', '07', '08', '12', '20'):1
('03', '05', '06', '36', '37', '48'):1
('02', '06', '14', '16', '31', '46'):1
('11', '12', '18', '24', '28', '37'):1
('15', '22', '26', '27', '35', '40'):1
('05', '10', '25', '32', '36', '45'):1
('04', '06', '21', '27', '29', '31'):1
('07', '16', '18', '21', '32', '42'):1
('03', '08', '21', '36', '39', '44'):1
('05', '06', '07', '08', '16', '31'):1
('09', '10', '17', '35', '36', '48'):1
('06', '19', '28', '29', '31', '45'):1
('12', '14', '16', '35', '46', '48'):1
('01', '06', '24', '27', '31', '38'):1
('23', '27', '28', '41', '43', '48'):1
('01', '11', '17', '22', '24', '42'):1
('01', '06', '10', '34', '38', '39'):1
('10', '24', '28', '37', '43', '44'):1
('21', '22', '26', '40', '43', '48'):1
('26', '28', '30', '33', '37', '49'):1
('04', '22', '31', '38', '47', '49'):1
('01', '06', '16', '28', '38', '43'):1
('07', '08', '11', '24', '30', '35'):1
('01', '07', '11', '23', '34', '47'):1
('01', '03', '27', '34', '37', '38'):1
('14', '17', '20', '21', '33', '38'):1
('17', '23', '27', '31', '35', '39'):1
('05', '26', '35', '39', '45', '49'):1
('06', '10', '32', '33', '34', '40'):1
('08', '13', '18', '32', '34', '44'):1
('11', '14', '25', '36', '45', '48'):1
('09', '11', '24', '29', '30', '40'):1
('05', '20', '22', '35', '42', '45'):1
('04', '13', '18', '22', '33', '39'):1
('02', '05', '08', '14', '26', '45'):1
('04', '15', '17', '21', '32', '34'):1
('07', '19', '24', '28', '36', '46'):1
('10', '15', '31', '36', '42', '44'):1
('03', '06', '10', '28', '31', '49'):1
('08', '10', '16', '17', '21', '29'):1
('23', '28', '31', '34', '44', '49'):1
('06', '07', '08', '15', '21', '47'):1
('02', '16', '19', '26', '41', '46'):1
('02', '19', '28', '31', '38', '47'):1
('01', '05', '27', '33', '35', '44'):1
('05', '17', '22', '27', '29', '41'):1
('17', '20', '32', '36', '39', '48'):1
('10', '11', '14', '23', '36', '39'):1
('01', '03', '11', '18', '44', '46'):1
('12', '15', '19', '22', '34', '37'):1
('08', '09', '12', '21', '23', '33'):1
('12', '15', '31', '33', '34', '45'):1
('17', '19', '22', '35', '38', '45'):1
('07', '19', '22', '31', '33', '39'):1
('04', '06', '11', '15', '17', '24'):1
('13', '17', '20', '22', '25', '38'):1
('01', '15', '20', '37', '38', '45'):1
('03', '09', '11', '33', '42', '45'):1
('03', '06', '07', '14', '16', '35'):1
('05', '06', '19', '37', '38', '47'):1
('03', '09', '12', '14', '33', '38'):1
('03', '04', '11', '16', '23', '35'):1
('01', '04', '18', '25', '36', '43'):1
('07', '11', '28', '30', '35', '45'):1
('08', '12', '16', '35', '46', '47'):1
('01', '16', '24', '36', '43', '46'):1
('06', '18', '39', '46', '47', '49'):1
('02', '06', '11', '22', '34', '38'):1
('24', '28', '32', '36', '42', '48'):1
('09', '15', '19', '32', '33', '38'):1
('17', '27', '38', '41', '42', '44'):1
('03', '08', '36', '39', '46', '47'):1
('02', '14', '21', '31', '40', '42'):1
('01', '06', '28', '30', '44', '45'):1
('27', '30', '41', '43', '44', '49'):1
('02', '03', '05', '07', '08', '25'):1
('09', '10', '18', '31', '34', '38'):1
('02', '16', '22', '30', '34', '48'):1
('02', '08', '27', '31', '44', '47'):1
('01', '04', '16', '25', '28', '41'):1
('18', '21', '30', '31', '40', '41'):1
('09', '16', '22', '24', '29', '45'):1
('13', '14', '29', '43', '44', '49'):1
('06', '14', '25', '26', '36', '38'):1
('10', '17', '20', '29', '43', '45'):1
('14', '15', '16', '25', '26', '45'):1
('12', '17', '23', '39', '47', '49'):1
('07', '10', '12', '14', '22', '31'):1
('03', '35', '40', '42', '44', '48'):1
('01', '02', '12', '34', '44', '47'):1
('05', '08', '11', '18', '21', '48'):1
('05', '17', '27', '30', '35', '47'):1
('01', '03', '04', '28', '40', '43'):1
('16', '22', '23', '24', '25', '29'):1
('17', '18', '23', '26', '37', '49'):1
('25', '31', '32', '36', '38', '39'):1
('26', '32', '33', '39', '40', '41'):1
('06', '12', '37', '39', '40', '46'):1
('04', '23', '31', '35', '41', '42'):1
('07', '08', '11', '32', '37', '45'):1
('13', '17', '19', '34', '37', '40'):1
('07', '13', '14', '30', '32', '34'):1
('12', '25', '26', '30', '33', '35'):1
('08', '09', '13', '18', '23', '43'):1
('24', '26', '32', '33', '34', '46'):1
('11', '16', '20', '35', '40', '47'):1
('01', '04', '10', '19', '37', '40'):1
('11', '12', '30', '36', '39', '41'):1
('08', '13', '15', '32', '36', '42'):1
('09', '17', '22', '26', '44', '45'):1
('12', '13', '15', '21', '37', '43'):1
('02', '06', '14', '15', '17', '29'):1
('21', '22', '24', '29', '34', '46'):1
('17', '18', '23', '29', '33', '47'):1
('03', '15', '20', '23', '27', '33'):1
('11', '14', '23', '25', '31', '45'):1
('14', '19', '28', '34', '39', '49'):1
('01', '08', '13', '27', '40', '41'):1
('03', '07', '09', '14', '36', '45'):1
('01', '09', '18', '26', '27', '37'):1
('03', '07', '15', '26', '37', '44'):1
('07', '14', '15', '30', '31', '38'):1
('03', '04', '14', '22', '25', '41'):1
('13', '14', '24', '27', '31', '32'):1
('08', '14', '15', '16', '22', '25'):1
('05', '11', '12', '18', '42', '46'):1
('01', '09', '17', '26', '29', '37'):1
('13', '18', '21', '23', '37', '39'):1
('02', '11', '30', '39', '44', '48'):1
('03', '05', '13', '19', '40', '42'):1
('03', '15', '26', '30', '34', '47'):1
('10', '17', '24', '34', '35', '37'):1
('07', '24', '25', '35', '37', '41'):1
('06', '13', '16', '20', '21', '36'):1
('05', '06', '15', '30', '40', '48'):1
('01', '08', '21', '38', '41', '49'):1
('04', '08', '14', '19', '34', '47'):1
('06', '19', '30', '35', '38', '40'):1
('06', '11', '19', '26', '36', '45'):1
('01', '07', '23', '25', '30', '49'):1
('23', '35', '40', '41', '42', '43'):1
('02', '06', '16', '42', '44', '48'):1
('17', '28', '33', '36', '40', '45'):1
('08', '09', '25', '34', '37', '44'):1
('05', '12', '13', '18', '30', '45'):1
('01', '22', '23', '27', '32', '42'):1
('05', '06', '23', '26', '34', '40'):1
('03', '07', '08', '36', '42', '45'):1
('17', '23', '25', '30', '41', '45'):1
('05', '18', '23', '28', '34', '49'):1
('10', '14', '16', '20', '32', '43'):1
('03', '13', '16', '35', '38', '44'):1
('10', '15', '17', '25', '27', '47'):1
('13', '14', '19', '30', '39', '47'):1
('05', '07', '17', '24', '25', '38'):1
('21', '26', '34', '37', '38', '49'):1
('07', '10', '12', '19', '25', '41'):1
('02', '21', '25', '29', '46', '47'):1
('03', '19', '25', '27', '38', '47'):1
('01', '06', '10', '26', '36', '41'):1
('03', '14', '18', '30', '37', '40'):1
('03', '08', '18', '26', '38', '42'):1
('02', '03', '25', '26', '32', '49'):1
('10', '14', '30', '36', '39', '40'):1
('10', '13', '18', '25', '33', '35'):1
('05', '06', '13', '37', '40', '45'):1
('15', '20', '21', '24', '26', '28'):1
('07', '13', '19', '26', '40', '48'):1
('09', '13', '18', '19', '28', '33'):1
('27', '30', '34', '38', '45', '47'):1
('08', '21', '22', '26', '28', '48'):1
('19', '22', '31', '32', '45', '46'):1
('17', '33', '37', '38', '42', '44'):1
('10', '15', '23', '27', '28', '29'):1
('01', '02', '08', '10', '33', '44'):1
('04', '07', '18', '31', '35', '38'):1
('19', '20', '22', '26', '35', '42'):1
('20', '28', '29', '32', '48', '49'):1
('03', '20', '22', '23', '44', '46'):1
('05', '27', '30', '37', '38', '48'):1
('01', '10', '20', '21', '25', '35'):1
('01', '21', '31', '41', '44', '48'):1
('01', '24', '25', '27', '45', '49'):1
('04', '14', '22', '26', '27', '43'):1
('18', '31', '37', '39', '40', '42'):1
('03', '23', '27', '32', '39', '40'):1
('06', '25', '29', '35', '36', '43'):1
('11', '13', '17', '21', '30', '37'):1
('20', '24', '33', '34', '43', '46'):1
('10', '20', '23', '32', '46', '48'):1
('11', '14', '16', '20', '28', '47'):1
('16', '22', '26', '32', '38', '41'):1
('01', '04', '10', '12', '15', '32'):1
('04', '23', '28', '38', '46', '47'):1
('04', '09', '12', '19', '44', '45'):1
('03', '04', '21', '27', '29', '38'):1
('10', '13', '27', '30', '34', '38'):1
('02', '06', '13', '14', '33', '43'):1
('13', '15', '25', '30', '37', '43'):1
('04', '13', '18', '37', '40', '44'):1
('06', '07', '23', '29', '35', '36'):1
('06', '19', '30', '32', '42', '49'):1
('05', '06', '08', '15', '25', '46'):1
('06', '12', '18', '20', '23', '27'):1
